National_Dex,Pokemon,Form,RGBY,FrLg,GSC,RSE,DPPt,HgSs,BW,B2W2,XY,OrAs,SM,UsUm,PE,SwSh,BdSp,LA,SV,ZA
414,Mothim,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],[],"['X', 'Y']",[],[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
415,Combee,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
416,Vespiquen,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
417,Pachirisu,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
418,Buizel,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
419,Floatzel,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
420,Cherubi,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
421,Cherrim,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
421,Cherrim,Sunshine Form,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
422,Shellos,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
422,Shellos,East Sea,[],[],[],[],[],[],[],[],[],['Alpha Sapphire'],[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
422,Shellos,West Sea,[],[],[],[],[],[],[],[],[],['Omega Ruby'],[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
423,Gastrodon,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
423,Gastrodon,East Sea,[],[],[],[],[],[],[],[],[],['Alpha Sapphire'],[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
423,Gastrodon,West Sea,[],[],[],[],[],[],[],[],[],['Omega Ruby'],[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
424,Ambipom,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],['Violet'],[]
425,Drifloon,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']",[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],['Scarlet'],[]
426,Drifblim,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']",[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],['Scarlet'],[]
427,Buneary,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],['Black 2'],[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],['Legends ZA']
428,Lopunny,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],['Black 2'],[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],['Legends ZA']
429,Mismagius,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],[],[],"['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],[],['Shining Pearl'],['Legends Arceus'],['Violet'],[]
430,Honchkrow,,[],[],[],[],['Diamond'],"['Heart Gold', 'Soul Silver']",['Black'],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],[],['Brilliant Diamond'],['Legends Arceus'],"['Scarlet', 'Violet']",[]
431,Glameow,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']",[],[],['White 2'],[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],[],['Shining Pearl'],['Legends Arceus'],[],[]
432,Purugly,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']",[],[],['White 2'],[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],[],['Shining Pearl'],['Legends Arceus'],[],[]
433,Chingling,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
434,Stunky,,[],[],[],[],['Diamond'],[],[],['Black 2'],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",['Brilliant Diamond'],['Legends Arceus'],['Scarlet'],[]
435,Skuntank,,[],[],[],[],['Diamond'],[],[],['Black 2'],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",['Brilliant Diamond'],['Legends Arceus'],['Scarlet'],[]
436,Bronzor,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
437,Bronzong,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
438,Bonsly,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],['Black 2'],"['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
439,Mime Jr.,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],['White 2'],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],['Legends ZA']
440,Happiny,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
441,Chatot,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
442,Spiritomb,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
443,Gible,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],['Black 2'],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
444,Gabite,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],['Black 2'],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
445,Garchomp,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],['Black 2'],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
446,Munchlax,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
447,Riolu,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
448,Lucario,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
449,Hippopotas,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
450,Hippowdon,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
451,Skorupi,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
452,Drapion,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
453,Croagunk,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
454,Toxicroak,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
455,Carnivine,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
456,Finneon,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']",[],"['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],[],"['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
457,Lumineon,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']",[],"['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],[],"['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
458,Mantyke,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']",['Heart Gold'],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
459,Snover,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
460,Abomasnow,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
461,Weavile,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
462,Magnezone,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']",[],['White'],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
463,Lickilicky,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
464,Rhyperior,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
465,Tangrowth,,[],[],[],[],['Platinum'],"['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
466,Electivire,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",['White 2'],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
467,Magmortar,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",['Black 2'],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
468,Togekiss,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],[],[]
469,Yanmega,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
470,Leafeon,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']",[],[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
471,Glaceon,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']",[],[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
472,Gliscor,,[],[],[],[],['Platinum'],['Heart Gold'],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],[],['Brilliant Diamond'],['Legends Arceus'],['Scarlet'],[]
473,Mamoswine,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
474,Porygon-Z,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']","['Black', 'White']",[],[],"['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
475,Gallade,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",['White'],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
476,Probopass,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']",[],[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],[],"['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
477,Dusknoir,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
478,Froslass,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
479,Fan Rotom,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],[],[]
479,Frost Rotom,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],[],[]
479,Heat Rotom,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],[],[]
479,Mow Rotom,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],[],[]
479,Rotom,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']",[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
479,Rotom,Fan,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
479,Rotom,Frost,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
479,Rotom,Heat,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
479,Rotom,Mow,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
479,Rotom,Wash,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
479,Wash Rotom,,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",[],[],[]
480,Uxie,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']",[],[],"['Black 2', 'White 2']",[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
481,Mesprit,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']",[],[],"['Black 2', 'White 2']",[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
482,Azelf,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']",[],[],"['Black 2', 'White 2']",[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
483,Dialga,,[],[],[],[],"['Diamond', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']","['X', 'Y']",['Alpha Sapphire'],"['Sun', 'Moon']",['Ultra Sun'],[],['Sword'],['Brilliant Diamond'],['Legends Arceus'],['Scarlet'],[]
483,Dialga,Origin Forme,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Legends Arceus'],"['Scarlet', 'Violet']",[]
484,Palkia,,[],[],[],[],['Platinum'],"['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']","['X', 'Y']",['Omega Ruby'],"['Sun', 'Moon']",['Ultra Moon'],[],"['Sword', 'Shield']",['Shining Pearl'],['Legends Arceus'],['Violet'],[]
484,Palkia,Origin Forme,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Legends Arceus'],"['Scarlet', 'Violet']",[]
485,Heatran,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']",[],[],"['Black 2', 'White 2']",[],"['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",['Ultra Sun'],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
486,Regigigas,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']",[],[],"['Black 2', 'White 2']",[],"['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",['Ultra Moon'],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
487,Giratina,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']","['Heart Gold', 'Soul Silver']",[],"['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],['Legends Arceus'],[],[]
487,Giratina,Altered Forme,[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Brilliant Diamond', 'Shining Pearl']",[],"['Scarlet', 'Violet']",[]
487,Giratina,Origin Forme,[],[],[],[],['Platinum'],[],[],[],[],[],[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
488,Cresselia,,[],[],[],[],"['Diamond', 'Pearl', 'Platinum']",[],[],"['Black 2', 'White 2']",[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']","['Brilliant Diamond', 'Shining Pearl']",['Legends Arceus'],"['Scarlet', 'Violet']",[]
